,description,rank,organizationName,state,studentPopulation,campusSetting,medianBaseSalary,name,webSite,phoneNumber,shortUri,squareImage,city,region,yearFounded,stateCode,Primary_Key,latutide,longitude,attendanceStatus_partTime,attendanceStatus_fullTime,firstToSecondYearRetention_fullTime,firstToSecondYearRetention_partTime,overallGraduationRates_4,overallGraduationRates_6,enrollmentByGender_enrollmentMale,enrollmentByGender_enrollmentFemale,enrollmentByGender_AgeUnder18,enrollmentByGender_Age18to24,enrollmentByGender_Age25to64,enrollmentByGender_Age65andOver,graduationRateByGender_graduationMale,graduationRateByGender_graduationFemale,enrollmentByRace_americanIndian,enrollmentByRace_asian,enrollmentByRace_hawaiianPacific,enrollmentByRace_africanAmerican,enrollmentByRace_hispanic,enrollmentByRace_white,enrollmentByRace_twoRaces,enrollmentByRace_unknown,enrollmentByRace_alien,graduationRateByRace_americanIndian,graduationRateByRace_asian,graduationRateByRace_hawaiianPacific,graduationRateByRace_africanAmerican,graduationRateByRace_hispanic,graduationRateByRace_white,graduationRateByRace_twoRaces,graduationRateByRace_unknown,graduationRateByRace_alien,Twitter,Facebook,LinkedIn,Instagram,YouTube,federalGrant,pellGrant,otherFederalGrant,stateLocalGrant,institutionalGrant,anyGrant,anyLoan,federalLoan,nonFederalLoan
532,"Located in downtown Chicago, the School of the Art Institute of Chicago is one of the oldest accredited independent schools of art and design in the country. <br>SAIC has an open curriculum, meaning students do not declare a major. In addition to courses related to the chosen discipline, students are required to take liberal arts courses. Undergraduates graduate with either a Bachelor of Fine Arts or Bachelor of Arts degree. <br>SAIC is home to the largest school-museum campus in the country. Students have access to photography and filmmaking equipment, state-of-the-art 3D printing and laser cutting facilities, and galleries to share their work. <br>Students are required to complete an off-campus experience, either through internships or study abroad programs. <br>SAIC is a top producer of Fulbright Scholars among art and design schools, receiving 11 awards in the last five years. Notable artists who studied at the school include Georgia O’Keeffe and Jeff Koons. Author David Sedaris is also an alum.",533,School of the Art Institute of Chicago,IL,3682,,83900.0,School of the Art Institute of Chicago,,,,https://specials-images.forbesimg.com/imageserve/615cc09cbc78a3bbfadc6414/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,Midwest,,IL,1056,,,7.0,93.0,82.0,0.0,49.0,70.0,26.0,74.0,51.0,2740.0,192.0,0.0,67.0,71.0,0.4,8.1,0.1,3.6,10.6,33.3,2.9,8.0,33.0,67.0,67.0,100.0,67.0,50.0,68.0,33.0,60.0,83.0,,,,,,18.0,19.0,3.0,5.0,91.0,17087.0,41.0,41.0,6.0
533,"One of six senior military colleges in the U.S., the University of North Georgia operates five campuses across the northern part of the state, with a main campus in Dahlonega. <br>The university operates a large Army ROTC program, and UNG’s Corps of Cadets is known as the Boar’s Head Brigade. <br>Biology, management and criminal justice are among UNG’s most popular majors. <br>Niche named UNG one of the most conservative colleges in the nation, and the university is home to the Politically Incorrect Club, as well as chapters of the College Democrats and College Republicans. <br>Over the last five years, UNG has graduated more than 600 commissioned cadets.",534,University of North Georgia,GA,19748,Rural,89800.0,University of North Georgia,http://www.ung.edu,678-717-2377,,http://specials-images.forbesimg.com/imageserve/577bcb2131358e0aa22dd51c/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Dahlonega,South,2013.0,GA,825,34.531943,-83.986084,33.0,67.0,79.0,55.0,35.0,58.0,43.0,57.0,1246.0,15806.0,1935.0,49.0,31.0,43.0,0.2,3.2,0.1,4.1,13.4,73.5,3.2,0.9,1.4,0.0,76.0,0.0,52.0,59.0,59.0,64.0,0.0,38.0,https://twitter.com/UNG_News,https://www.facebook.com/UNG.UniversityofNorthGeorgia,https://www.linkedin.com/edu/school?id=43024,https://www.instagram.com/ung_news/,https://www.youtube.com/user/UnivNorthGeorgia,34.0,31.0,5.0,70.0,12.0,5972.0,33.0,32.0,4.0
534,"Located on an island in Orono, ME, the University of Maine is the state’s premier public research institution with specializations in forestry, marine sciences, climate change and STEM. <br>The university offers more than 100 majors, minors and other academic programs. Business, engineering and education are among popular areas of study. UMaine also has a regional campus in Machias and offers fully online degrees. <br>The land, sea and space grant institution received a record-breaking $133 million in research and development funding in 2021. The university encourages undergraduates to apply for $1,200 fellowships to help fund their research endeavors. <br>Home to Maine’s only Division I athletics program, there is plenty of pride for the Black Bears. In addition to the more than 200 organizations, students take advantage of the 15 miles of running, biking and cross-country skiing trails on campus and countless recreational activities. <br>Consideration for scholarships places an emphasis on high school GPA and the rigor of completed courses, and these awards can range up to full tuition. Residents from other New England states also qualify for lower tuition.",535,University of Maine,ME,11561,Suburban,92900.0,University of Maine,http://www.umaine.edu,,http://onforb.es/MvI63r,https://specials-images.forbesimg.com/imageserve/5b2c081031358e612fbccdc3/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,Orona,,1865.0,,467,44.89617,-68.673972,23.0,77.0,74.0,56.0,38.0,57.0,50.0,50.0,338.0,8341.0,727.0,24.0,55.0,59.0,1.0,1.6,0.1,1.6,3.6,79.9,3.1,5.2,3.9,12.0,65.0,0.0,33.0,42.0,59.0,43.0,58.0,69.0,,,,,,32.0,29.0,16.0,19.0,99.0,9507.0,66.0,65.0,19.0
535,"Affiliated with the United Methodist Church, North Central College is a small liberal arts school 30 miles west of Chicago in Naperville, IL. <br>North Central offers a variety of scholarships, including a $1,000 alumni referral scholarship and a $3,000 scholarship for children of Methodist ministers. <br>Among the North Central Class of 2019, the three most common career fields are sales and marketing, accounting, banking, finance and insurance and K-12 education. <br>The North Central Cardinals field 25 varsity sports teams and are among the most decorated athletic programs in all of Division III. <br>The Cardinals’ 33 team national championships and 92 individual national championships are both good for top-10 in Division III history. ",536,North Central College,IL,2888,Urban,97600.0,North Central College,http://northcentralcollege.edu/home,630.637.5100,http://onforb.es/MvI0sD,http://specials-images.forbesimg.com/imageserve/5776bdb631358e0aa22dc747/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Naperville,Midwest,1861.0,IL,299,41.775364,-88.143664,5.0,95.0,78.0,0.0,61.0,69.0,45.0,55.0,31.0,2464.0,120.0,0.0,69.0,69.0,0.0,3.5,0.1,4.6,14.7,65.7,3.2,5.1,3.1,0.0,100.0,0.0,50.0,73.0,70.0,57.0,54.0,73.0,https://twitter.com/northcentralcol,http://www.facebook.com/NorthCentralCollege,https://www.linkedin.com/edu/school?id=18284,https://instagram.com/northcentralcollege,http://virtualtour.noctrl.edu/,32.0,28.0,,36.0,100.0,25870.0,70.0,69.0,30.0
536,"Lawrence Technological University in Southfield, MI provides students with an intimate academic experience focused on STEM. <br>Undergraduates can choose from over 30 majors across four colleges, as well as dual degree, pre-professional and fully online programs. Mechanical engineering, architecture and computer science are among the most popular majors. In June, LTU opened the Specs Howard School of Media Arts, which is focused on broadcast, digital media and graphic design. <br>The majority of students hail from Michigan, and over half of students transfer in. The tight-knit community comes together through 60 clubs, including Greek life. <br>Incoming freshmen are considered for merit scholarships ranging from $4,500 to $16,000 annually. All undergraduates receive laptops for the academic year. <br>Within six months of graduating, 86% of LTU students have jobs in their field; the job placement rate is 94% for engineering majors.",537,Lawrence Technological University,MI,2848,Urban,111100.0,Lawrence Technological University,http://https://www.ltu.edu,,,//specials-images.forbesimg.com/imageserve/5b7b23e14bbe6f48a94e2ed9/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Southfield,Midwest,,MI,871,42.450606,-83.278458,40.0,60.0,74.0,44.0,22.0,59.0,70.0,30.0,190.0,1696.0,249.0,1.0,57.0,66.0,0.1,3.2,0.0,7.8,2.8,59.8,1.7,9.0,15.6,0.0,60.0,0.0,8.0,55.0,64.0,50.0,83.0,60.0,https://twitter.com/LawrenceTechU,https://www.facebook.com/lawrencetechu/,,,,29.0,22.0,10.0,40.0,86.0,15257.0,68.0,66.0,20.0
537,"New Jersey City University is a public university that grew from a training school for teachers to a comprehensive institution offering degrees in pre-professional and interdisciplinary fields. <br>NJCU's College of Arts and Sciences, Education, Professional Studies, and School of Business offer over 40 undergraduate degree programs. Popular majors include biology, management and psychology. NJCU has three other locations in the state, including its newest Fort Monmouth location, which opened in August 2021. <br>NJCU has over 20 student organizations, Division III athletics and Greek life. Campus is located a short train ride from New York City, providing students with unlimited professional and extracurricular experiences. <br>The university is a Hispanic-serving institution, with over 40% of students identifying as such. Over half of students are Pell Grant recipients. <br>NJCU provides more than $20 million in financial and merit aid annually. The university offers a limited number of prestigious scholarships to incoming students.",538,New Jersey City University,NJ,7949,,84900.0,New Jersey City University,,,,https://specials-images.forbesimg.com/imageserve/61378fc4cb25168ba81e6760/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,Northeast,,NJ,1058,,,32.0,68.0,73.0,11.0,13.0,41.0,38.0,62.0,70.0,4378.0,1675.0,9.0,39.0,42.0,0.4,7.4,0.4,21.8,35.9,24.1,2.1,5.7,2.2,100.0,50.0,0.0,29.0,43.0,44.0,40.0,40.0,33.0,,,,,,75.0,61.0,14.0,67.0,58.0,11068.0,38.0,38.0,2.0
538,"Celebrating its 50th anniversary this year, the University of Texas at Tyler has specializations in nursing, business, engineering, arts and sciences, pharmacy, pre-med and teacher education. <br>Undergraduates can choose from more than 40 degrees across six academic colleges. Nursing, education and management are the most popular majors. UT Tyler has instructional sites for the health sciences and engineering across Texas. <br>The college is home to almost 20 research centers and institutes. Over 30% of the Class of 2020 conducted independent research and 22% worked one-on-one with a professor to conduct research. <br>Even though it is one of the smallest institutions in the UT system, UT Tyler has a wealth of activities, including more than 100 student organizations, Greek life and Division III sports. <br>UT Tyler offers a number of merit scholarships that cover full tuition and fees. Texas students whose parent's adjusted gross income is $80,000 or lower also have full tuition and fees covered. ",539,The University of Texas at Tyler,TX,9617,,81100.0,The University of Texas at Tyler,,,,https://specials-images.forbesimg.com/imageserve/615cbd703a47935836556b22/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,South,,TX,1060,,,41.0,59.0,71.0,58.0,25.0,42.0,39.0,61.0,264.0,4784.0,1937.0,10.0,32.0,49.0,0.3,4.5,0.1,9.8,20.2,57.1,3.1,2.3,2.6,0.0,28.0,100.0,43.0,37.0,43.0,48.0,67.0,100.0,,,,,,31.0,33.0,3.0,24.0,58.0,13109.0,29.0,27.0,3.0
539,"Wheaton College in Norton, MA, is a small liberal arts college that prides itself on a personalized education and co-curricular experiences. <br>Students can choose from over 100 majors and minors. Popular programs include business, psychology and biology. Wheaton also offers dual degree programs in engineering and communications with nearby institutions. <br>Wheaton stresses global education: About half of students study abroad, and Wheaton was the first college in the world to offer a study abroad program in Bhutan. <br>There are over 100 student organizations on campus. Students can also engage with each other through theme houses, where residence is based around shared interests like the outdoors or politics. <br>Six months after graduation, 97% of alumni in the five most recent classes were employed, pursuing further education or participating in internships, fellowships or service opportunities.",540,Wheaton College (MA),MA,1774,Suburban,100900.0,Wheaton College (MA),http://wheatoncollege.edu,(508) 286-8200,http://onforb.es/Nis5eb,//specials-images.forbesimg.com/imageserve/5bc8cc9ea7ea437e207ae243/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Norton,Northeast,1834.0,MA,244,41.968482,-71.185197,1.0,99.0,83.0,100.0,69.0,75.0,40.0,60.0,25.0,1744.0,3.0,1.0,74.0,76.0,0.1,4.5,0.0,5.5,8.6,66.4,4.5,2.3,8.1,0.0,73.0,100.0,76.0,73.0,75.0,69.0,78.0,82.0,https://twitter.com/wheaton,http://facebook.com/wheatoncollege,https://www.linkedin.com/edu/school?id=20143&trk=vsrp_universities_res_name&trkInfo=VSRPsearchId%3A3023708651405630754776%2CVSRPtargetId%3A20143%2CVSRPcmpt%3Aprimary,http://instagram.com/wheatoncollege,,20.0,21.0,17.0,17.0,99.0,38167.0,76.0,76.0,14.0
540,"For more than 100 years, the Otis College of Art and Design has used the vibrant energy of Los Angeles to educate rising artists. <br>Otis offers Bachelor of Fine Arts degrees in communication arts, digital media, environmental design, fashion design, fine arts, product design and toy design. Before students select a major, they spend the first year learning art and design basics. Students also take liberal arts and science and service-oriented courses. <br>Students have 24-hour access to facilities including painting, ceramics, lighting and sculpture studios, as well as photography, video and printmaking labs. All students showcase their work in exhibitions before graduating. <br>Students can spend a semester or a year on exchange at partner art and design colleges in the U.S., Canada and Europe. Almost 70% of seniors said they completed freelance work while at Otis. <br>About 30% of Otis students are first-generation, and almost one-quarter are international students. Students of color make up nearly 62% of the student body.",541,Otis College of Art and Design,CA,1183,,101000.0,Otis College of Art and Design,,,,https://specials-images.forbesimg.com/imageserve/615cbb9f93b91eae19dc6414/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,West,,CA,1061,,,1.0,99.0,79.0,100.0,55.0,66.0,31.0,69.0,29.0,963.0,133.0,0.0,48.0,75.0,0.2,20.5,0.5,5.0,16.2,22.8,5.7,3.6,25.5,100.0,66.0,0.0,50.0,68.0,74.0,69.0,100.0,58.0,,,,,,31.0,35.0,8.0,20.0,89.0,18661.0,31.0,28.0,4.0
541,"The University of Central Arkansas in Conway, AR, located about a half hour away from the state’s capital, provides students with a wealth of options to learn outside of the traditional classroom setting. <br>Students can choose from more than 150 programs of study. The Colleges of Health and Behavioral Sciences; Arts, Humanities and Social Sciences; and Business have the largest enrollments. The university opened a new state-of-the-art 80,000-square-foot Integrated Health Sciences Building in August. <br>Undergraduates are encouraged to take part in research and can apply for stipends of at least $2,000 for funding and travel costs. UCA also offers a number of faculty-led international programs in locations like Kenya, Austria and Rwanda. <br>Students can take part in over 200 organizations, including Greek life and Division I athletics. About 86% of students hail from Arkansas. <br>Merit scholarships range from $1,500 to $8,500. Students in either the Schedler Honors College or University Scholars Program are eligible for a stipend each semester and a private room upgrade.",542,University of Central Arkansas,AR,10869,,81500.0,University of Central Arkansas,http://uca.edu,,,https://specials-images.forbesimg.com/imageserve/615cb44597b6b232b9dc6414/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Conway,,1907.0,,1062,35.101101,-92.444346,23.0,77.0,75.0,40.0,28.0,43.0,38.0,62.0,457.0,7785.0,861.0,31.0,37.0,48.0,0.5,2.2,0.1,14.6,5.4,68.4,3.9,0.5,4.4,47.0,62.0,0.0,27.0,44.0,48.0,35.0,38.0,70.0,,,,,,45.0,39.0,8.0,73.0,58.0,7623.0,55.0,54.0,3.0
